epoch,method,stage,selected,rejected,human
13,foolsgold,foolsgold,"[3, 81, 63, 70, 37, 41, 61, 29, 19, 10]",[],"{""layer_name"": ""linear"", ""weights_by_client"": {""3"": 1.0, ""81"": 1.0, ""63"": 1.0, ""70"": 1.0, ""37"": 1.0, ""41"": 1.0, ""61"": 1.0, ""29"": 1.0, ""19"": 1.0, ""10"": 1.0}}"
14,foolsgold,foolsgold,"[3, 45, 8, 23, 88, 36, 20, 28, 68, 74]",[],"{""layer_name"": ""linear"", ""weights_by_client"": {""3"": 1.0, ""45"": 1.0, ""8"": 1.0, ""23"": 1.0, ""88"": 1.0, ""36"": 1.0, ""20"": 1.0, ""28"": 1.0, ""68"": 1.0, ""74"": 1.0}}"
15,foolsgold,foolsgold,"[45, 35, 96, 33, 59, 10, 9, 83]","[1, 2]","{""layer_name"": ""linear"", ""weights_by_client"": {""1"": 0.0, ""45"": 1.0, ""35"": 1.0, ""96"": 1.0, ""33"": 1.0, ""2"": 0.0, ""59"": 1.0, ""10"": 1.0, ""9"": 1.0, ""83"": 1.0}}"
16,foolsgold,foolsgold,"[88, 60, 97, 22, 79, 67, 48, 32]","[0, 4]","{""layer_name"": ""linear"", ""weights_by_client"": {""0"": 0.0, ""88"": 1.0, ""60"": 1.0, ""97"": 1.0, ""22"": 1.0, ""79"": 1.0, ""67"": 1.0, ""48"": 1.0, ""4"": 0.0, ""32"": 1.0}}"
17,foolsgold,foolsgold,"[45, 82, 96, 55, 56, 57, 13, 33]","[0, 4]","{""layer_name"": ""linear"", ""weights_by_client"": {""0"": 0.0, ""45"": 1.0, ""82"": 1.0, ""96"": 1.0, ""4"": 0.0, ""55"": 1.0, ""56"": 1.0, ""57"": 1.0, ""13"": 1.0, ""33"": 1.0}}"
18,foolsgold,foolsgold,"[4, 44, 30, 29, 85, 26, 16, 64, 98, 11]",[],"{""layer_name"": ""linear"", ""weights_by_client"": {""4"": 1.0, ""44"": 1.0, ""30"": 1.0, ""29"": 1.0, ""85"": 1.0, ""26"": 1.0, ""16"": 1.0, ""64"": 1.0, ""98"": 1.0, ""11"": 1.0}}"
19,foolsgold,foolsgold,"[2, 59, 74, 98, 41, 46, 33, 95, 9, 22]",[],"{""layer_name"": ""linear"", ""weights_by_client"": {""2"": 1.0, ""59"": 1.0, ""74"": 1.0, ""98"": 1.0, ""41"": 1.0, ""46"": 1.0, ""33"": 1.0, ""95"": 1.0, ""9"": 1.0, ""22"": 1.0}}"
20,foolsgold,foolsgold,"[4, 71, 89, 22, 38, 97, 98, 75, 23, 21]",[],"{""layer_name"": ""linear"", ""weights_by_client"": {""4"": 1.0, ""71"": 1.0, ""89"": 1.0, ""22"": 1.0, ""38"": 1.0, ""97"": 1.0, ""98"": 1.0, ""75"": 1.0, ""23"": 1.0, ""21"": 1.0}}"
21,foolsgold,foolsgold,"[0, 24, 65, 86, 71, 10, 46, 84, 7, 66]",[],"{""layer_name"": ""linear"", ""weights_by_client"": {""0"": 1.0, ""24"": 0.9832297963078959, ""65"": 0.9832297963078959, ""86"": 1.0, ""71"": 1.0, ""10"": 1.0, ""46"": 1.0, ""84"": 1.0, ""7"": 1.0, ""66"": 1.0}}"
22,foolsgold,foolsgold,"[88, 46, 18, 15, 57, 51, 71, 16]","[4, 0]","{""layer_name"": ""linear"", ""weights_by_client"": {""4"": 0.0, ""88"": 1.0, ""46"": 1.0, ""18"": 1.0, ""15"": 1.0, ""57"": 1.0, ""51"": 1.0, ""71"": 1.0, ""0"": 0.0, ""16"": 1.0}}"
23,foolsgold,foolsgold,"[1, 54, 78, 56, 22, 43, 6, 42, 98, 8]",[],"{""layer_name"": ""linear"", ""weights_by_client"": {""1"": 1.0, ""54"": 1.0, ""78"": 1.0, ""56"": 1.0, ""22"": 1.0, ""43"": 1.0, ""6"": 1.0, ""42"": 1.0, ""98"": 1.0, ""8"": 1.0}}"
24,foolsgold,foolsgold,"[3, 95, 30, 92, 18, 36, 96, 77, 9, 38]",[],"{""layer_name"": ""linear"", ""weights_by_client"": {""3"": 1.0, ""95"": 1.0, ""30"": 1.0, ""92"": 1.0, ""18"": 1.0, ""36"": 1.0, ""96"": 1.0, ""77"": 1.0, ""9"": 1.0, ""38"": 1.0}}"
25,foolsgold,foolsgold,"[1, 7, 32, 89, 97, 22, 47, 6, 95, 63]",[],"{""layer_name"": ""linear"", ""weights_by_client"": {""1"": 1.0, ""7"": 1.0, ""32"": 1.0, ""89"": 1.0, ""97"": 1.0, ""22"": 1.0, ""47"": 1.0, ""6"": 1.0, ""95"": 1.0, ""63"": 1.0}}"
26,foolsgold,foolsgold,"[2, 77, 51, 20, 31, 72, 30, 65, 37, 38]",[],"{""layer_name"": ""linear"", ""weights_by_client"": {""2"": 1.0, ""77"": 1.0, ""51"": 1.0, ""20"": 0.6710706605697458, ""31"": 1.0, ""72"": 0.6710706605697458, ""30"": 1.0, ""65"": 1.0, ""37"": 1.0, ""38"": 1.0}}"
27,foolsgold,foolsgold,"[0, 98, 87, 30, 62, 83, 51, 46, 33, 27]",[],"{""layer_name"": ""linear"", ""weights_by_client"": {""0"": 1.0, ""98"": 1.0, ""87"": 1.0, ""30"": 1.0, ""62"": 1.0, ""83"": 1.0, ""51"": 1.0, ""46"": 1.0, ""33"": 1.0, ""27"": 1.0}}"
28,foolsgold,foolsgold,"[4, 75, 76, 35, 20, 94, 72, 97, 46, 95]",[],"{""layer_name"": ""linear"", ""weights_by_client"": {""4"": 1.0, ""75"": 1.0, ""76"": 1.0, ""35"": 1.0, ""20"": 0.5775460962414124, ""94"": 1.0, ""72"": 0.5775460962414124, ""97"": 1.0, ""46"": 1.0, ""95"": 1.0}}"
29,foolsgold,foolsgold,"[25, 29, 67, 53, 82, 33, 13]","[4, 2, 3]","{""layer_name"": ""linear"", ""weights_by_client"": {""4"": 0.0, ""2"": 0.0, ""25"": 1.0, ""29"": 1.0, ""3"": 0.0, ""67"": 1.0, ""53"": 1.0, ""82"": 1.0, ""33"": 1.0, ""13"": 1.0}}"
30,foolsgold,foolsgold,"[2, 72, 53, 84, 32, 17, 76, 6, 66, 41]",[],"{""layer_name"": ""linear"", ""weights_by_client"": {""2"": 1.0, ""72"": 1.0, ""53"": 1.0, ""84"": 1.0, ""32"": 1.0, ""17"": 1.0, ""76"": 1.0, ""6"": 1.0, ""66"": 1.0, ""41"": 1.0}}"
31,foolsgold,foolsgold,"[0, 43, 8, 97, 35, 86, 66, 64, 85, 14]",[],"{""layer_name"": ""linear"", ""weights_by_client"": {""0"": 1.0, ""43"": 1.0, ""8"": 1.0, ""97"": 1.0, ""35"": 1.0, ""86"": 1.0, ""66"": 1.0, ""64"": 1.0, ""85"": 1.0, ""14"": 1.0}}"
32,foolsgold,foolsgold,"[75, 41, 16, 72, 17, 28, 60, 63]","[2, 4]","{""layer_name"": ""linear"", ""weights_by_client"": {""2"": 0.0, ""75"": 1.0, ""4"": 0.0, ""41"": 1.0, ""16"": 1.0, ""72"": 1.0, ""17"": 1.0, ""28"": 1.0, ""60"": 1.0, ""63"": 1.0}}"
33,foolsgold,foolsgold,"[1, 14, 8, 79, 7, 62, 33, 37, 61, 74]",[],"{""layer_name"": ""linear"", ""weights_by_client"": {""1"": 1.0, ""14"": 1.0, ""8"": 1.0, ""79"": 1.0, ""7"": 1.0, ""62"": 1.0, ""33"": 1.0, ""37"": 1.0, ""61"": 1.0, ""74"": 1.0}}"
34,foolsgold,foolsgold,"[1, 73, 14, 89, 10, 61, 16, 63, 33, 92]",[],"{""layer_name"": ""linear"", ""weights_by_client"": {""1"": 1.0, ""73"": 0.09009895070694929, ""14"": 1.0, ""89"": 1.0, ""10"": 0.09009895070694929, ""61"": 1.0, ""16"": 1.0, ""63"": 1.0, ""33"": 1.0, ""92"": 1.0}}"
35,foolsgold,foolsgold,"[26, 91, 33, 46, 51, 68, 87, 65]","[0, 4]","{""layer_name"": ""linear"", ""weights_by_client"": {""0"": 0.0, ""4"": 0.0, ""26"": 1.0, ""91"": 1.0, ""33"": 1.0, ""46"": 1.0, ""51"": 1.0, ""68"": 1.0, ""87"": 1.0, ""65"": 1.0}}"
36,foolsgold,foolsgold,"[2, 68, 51, 43, 87, 63, 97, 27, 62, 38]",[],"{""layer_name"": ""linear"", ""weights_by_client"": {""2"": 1.0, ""68"": 1.0, ""51"": 1.0, ""43"": 1.0, ""87"": 1.0, ""63"": 1.0, ""97"": 1.0, ""27"": 1.0, ""62"": 1.0, ""38"": 1.0}}"
37,foolsgold,foolsgold,"[77, 49, 52, 57, 18, 29, 51, 94]","[2, 0]","{""layer_name"": ""linear"", ""weights_by_client"": {""2"": 0.0, ""77"": 1.0, ""49"": 1.0, ""52"": 1.0, ""0"": 0.0, ""57"": 1.0, ""18"": 1.0, ""29"": 1.0, ""51"": 1.0, ""94"": 1.0}}"
38,foolsgold,foolsgold,"[99, 38, 61, 34, 14, 19, 72, 70]","[0, 1]","{""layer_name"": ""linear"", ""weights_by_client"": {""0"": 0.0, ""99"": 0.4112635331726948, ""38"": 1.0, ""61"": 1.0, ""34"": 1.0, ""14"": 1.0, ""19"": 1.0, ""1"": 0.0, ""72"": 0.4112635331726948, ""70"": 1.0}}"
39,foolsgold,foolsgold,"[0, 25, 56, 67, 77, 27, 65, 82, 20, 46]",[],"{""layer_name"": ""linear"", ""weights_by_client"": {""0"": 1.0, ""25"": 1.0, ""56"": 1.0, ""67"": 1.0, ""77"": 1.0, ""27"": 1.0, ""65"": 1.0, ""82"": 1.0, ""20"": 1.0, ""46"": 1.0}}"
40,foolsgold,foolsgold,"[69, 87, 75, 81, 37, 40, 28, 32]","[1, 0]","{""layer_name"": ""linear"", ""weights_by_client"": {""1"": 0.0, ""69"": 1.0, ""87"": 1.0, ""75"": 1.0, ""81"": 1.0, ""37"": 1.0, ""0"": 0.0, ""40"": 1.0, ""28"": 1.0, ""32"": 1.0}}"
41,foolsgold,foolsgold,"[15, 52, 18, 51, 78, 91, 43, 62]","[2, 3]","{""layer_name"": ""linear"", ""weights_by_client"": {""2"": 0.0, ""15"": 1.0, ""52"": 1.0, ""3"": 0.0, ""18"": 1.0, ""51"": 1.0, ""78"": 1.0, ""91"": 1.0, ""43"": 1.0, ""62"": 1.0}}"
42,foolsgold,foolsgold,"[3, 48, 17, 89, 56, 54, 72, 38, 7, 28]",[],"{""layer_name"": ""linear"", ""weights_by_client"": {""3"": 1.0, ""48"": 1.0, ""17"": 1.0, ""89"": 1.0, ""56"": 1.0, ""54"": 1.0, ""72"": 1.0, ""38"": 1.0, ""7"": 1.0, ""28"": 1.0}}"
43,foolsgold,foolsgold,"[0, 55, 26, 52, 61, 67, 9, 59, 41, 20]",[],"{""layer_name"": ""linear"", ""weights_by_client"": {""0"": 1.0, ""55"": 1.0, ""26"": 1.0, ""52"": 1.0, ""61"": 1.0, ""67"": 1.0, ""9"": 1.0, ""59"": 1.0, ""41"": 1.0, ""20"": 1.0}}"
44,foolsgold,foolsgold,"[2, 83, 71, 9, 32, 44, 63, 50, 35, 21]",[],"{""layer_name"": ""linear"", ""weights_by_client"": {""2"": 1.0, ""83"": 1.0, ""71"": 1.0, ""9"": 1.0, ""32"": 1.0, ""44"": 1.0, ""63"": 1.0, ""50"": 1.0, ""35"": 1.0, ""21"": 1.0}}"
45,foolsgold,foolsgold,"[66, 30, 97, 79, 29, 27, 80, 98]","[4, 1]","{""layer_name"": ""linear"", ""weights_by_client"": {""4"": 0.0, ""66"": 1.0, ""30"": 1.0, ""97"": 1.0, ""79"": 1.0, ""29"": 1.0, ""1"": 0.0, ""27"": 1.0, ""80"": 1.0, ""98"": 1.0}}"
46,foolsgold,foolsgold,"[2, 31, 77, 47, 18, 95, 90, 51, 6, 67]",[],"{""layer_name"": ""linear"", ""weights_by_client"": {""2"": 1.0, ""31"": 1.0, ""77"": 1.0, ""47"": 1.0, ""18"": 1.0, ""95"": 1.0, ""90"": 1.0, ""51"": 1.0, ""6"": 1.0, ""67"": 1.0}}"
47,foolsgold,foolsgold,"[4, 45, 25, 24, 77, 72, 60, 31, 38, 91]",[],"{""layer_name"": ""linear"", ""weights_by_client"": {""4"": 1.0, ""45"": 1.0, ""25"": 1.0, ""24"": 1.0, ""77"": 1.0, ""72"": 1.0, ""60"": 1.0, ""31"": 1.0, ""38"": 1.0, ""91"": 1.0}}"
48,foolsgold,foolsgold,"[0, 12, 11, 33, 80, 78, 63, 93, 39, 59]",[],"{""layer_name"": ""linear"", ""weights_by_client"": {""0"": 1.0, ""12"": 1.0, ""11"": 1.0, ""33"": 1.0, ""80"": 1.0, ""78"": 1.0, ""63"": 1.0, ""93"": 1.0, ""39"": 1.0, ""59"": 1.0}}"
49,foolsgold,foolsgold,"[2, 35, 94, 63, 26, 87, 84, 58, 60, 5]",[],"{""layer_name"": ""linear"", ""weights_by_client"": {""2"": 1.0, ""35"": 1.0, ""94"": 1.0, ""63"": 1.0, ""26"": 1.0, ""87"": 1.0, ""84"": 1.0, ""58"": 1.0, ""60"": 1.0, ""5"": 1.0}}"
50,foolsgold,foolsgold,"[2, 98, 76, 79, 6, 74, 54, 59, 69, 9]",[],"{""layer_name"": ""linear"", ""weights_by_client"": {""2"": 1.0, ""98"": 1.0, ""76"": 0.18081554453472437, ""79"": 1.0, ""6"": 1.0, ""74"": 1.0, ""54"": 1.0, ""59"": 0.18081554453472437, ""69"": 1.0, ""9"": 1.0}}"
51,foolsgold,foolsgold,"[4, 40, 47, 50, 44, 74, 62, 58, 30, 79]",[],"{""layer_name"": ""linear"", ""weights_by_client"": {""4"": 1.0, ""40"": 1.0, ""47"": 1.0, ""50"": 1.0, ""44"": 1.0, ""74"": 1.0, ""62"": 1.0, ""58"": 1.0, ""30"": 1.0, ""79"": 1.0}}"
52,foolsgold,foolsgold,"[13, 5, 85, 26, 99, 88, 33, 44]","[3, 2]","{""layer_name"": ""linear"", ""weights_by_client"": {""3"": 0.0, ""13"": 1.0, ""5"": 1.0, ""85"": 1.0, ""26"": 1.0, ""99"": 1.0, ""88"": 1.0, ""33"": 1.0, ""2"": 0.0, ""44"": 1.0}}"
53,foolsgold,foolsgold,"[3, 27, 52, 70, 94, 75, 13, 7, 67, 96]",[],"{""layer_name"": ""linear"", ""weights_by_client"": {""3"": 1.0, ""27"": 1.0, ""52"": 1.0, ""70"": 1.0, ""94"": 1.0, ""75"": 1.0, ""13"": 1.0, ""7"": 1.0, ""67"": 1.0, ""96"": 1.0}}"
54,foolsgold,foolsgold,"[0, 38, 15, 91, 87, 64, 41, 55, 80, 82]",[],"{""layer_name"": ""linear"", ""weights_by_client"": {""0"": 1.0, ""38"": 1.0, ""15"": 1.0, ""91"": 1.0, ""87"": 1.0, ""64"": 1.0, ""41"": 1.0, ""55"": 1.0, ""80"": 1.0, ""82"": 1.0}}"
55,foolsgold,foolsgold,"[2, 28, 5, 61, 92, 21, 14, 88, 65, 85]",[],"{""layer_name"": ""linear"", ""weights_by_client"": {""2"": 1.0, ""28"": 1.0, ""5"": 1.0, ""61"": 1.0, ""92"": 1.0, ""21"": 1.0, ""14"": 1.0, ""88"": 1.0, ""65"": 1.0, ""85"": 1.0}}"
56,foolsgold,foolsgold,"[4, 59, 85, 9, 87, 93, 55, 74, 76, 13]",[],"{""layer_name"": ""linear"", ""weights_by_client"": {""4"": 1.0, ""59"": 0.13036839039319786, ""85"": 1.0, ""9"": 1.0, ""87"": 1.0, ""93"": 1.0, ""55"": 1.0, ""74"": 1.0, ""76"": 0.13036839039319786, ""13"": 1.0}}"
57,foolsgold,foolsgold,"[3, 41, 65, 60, 24, 30, 53, 32, 40, 98]",[],"{""layer_name"": ""linear"", ""weights_by_client"": {""3"": 1.0, ""41"": 0.7136431599853381, ""65"": 1.0, ""60"": 1.0, ""24"": 1.0, ""30"": 1.0, ""53"": 1.0, ""32"": 1.0, ""40"": 0.7136431599853381, ""98"": 1.0}}"
58,foolsgold,foolsgold,"[0, 16, 5, 34, 69, 43, 57, 72, 92, 54]",[],"{""layer_name"": ""linear"", ""weights_by_client"": {""0"": 1.0, ""16"": 1.0, ""5"": 1.0, ""34"": 1.0, ""69"": 1.0, ""43"": 1.0, ""57"": 1.0, ""72"": 1.0, ""92"": 1.0, ""54"": 1.0}}"
59,foolsgold,foolsgold,"[3, 15, 19, 50, 42, 62, 89, 21, 71, 9]",[],"{""layer_name"": ""linear"", ""weights_by_client"": {""3"": 1.0, ""15"": 1.0, ""19"": 1.0, ""50"": 1.0, ""42"": 1.0, ""62"": 1.0, ""89"": 1.0, ""21"": 1.0, ""71"": 1.0, ""9"": 1.0}}"
60,foolsgold,foolsgold,"[4, 19, 99, 76, 16, 22, 63, 98, 72, 80]",[],"{""layer_name"": ""linear"", ""weights_by_client"": {""4"": 1.0, ""19"": 1.0, ""99"": 0.35671502665664057, ""76"": 1.0, ""16"": 1.0, ""22"": 1.0, ""63"": 1.0, ""98"": 1.0, ""72"": 0.35671502665664057, ""80"": 1.0}}"
61,foolsgold,foolsgold,"[4, 66, 47, 84, 22, 34, 74, 87, 75, 9]",[],"{""layer_name"": ""linear"", ""weights_by_client"": {""4"": 1.0, ""66"": 1.0, ""47"": 1.0, ""84"": 1.0, ""22"": 1.0, ""34"": 1.0, ""74"": 1.0, ""87"": 1.0, ""75"": 1.0, ""9"": 1.0}}"
62,foolsgold,foolsgold,"[52, 82, 68, 38, 13, 93, 90, 45]","[4, 3]","{""layer_name"": ""linear"", ""weights_by_client"": {""4"": 0.0, ""52"": 1.0, ""3"": 0.0, ""82"": 1.0, ""68"": 1.0, ""38"": 1.0, ""13"": 1.0, ""93"": 1.0, ""90"": 1.0, ""45"": 1.0}}"
63,foolsgold,foolsgold,"[4, 43, 48, 25, 60, 92, 30, 8, 91, 36]",[],"{""layer_name"": ""linear"", ""weights_by_client"": {""4"": 1.0, ""43"": 1.0, ""48"": 1.0, ""25"": 1.0, ""60"": 1.0, ""92"": 1.0, ""30"": 1.0, ""8"": 1.0, ""91"": 1.0, ""36"": 1.0}}"
64,foolsgold,foolsgold,"[1, 59, 54, 27, 16, 68, 42, 48, 73, 52]",[],"{""layer_name"": ""linear"", ""weights_by_client"": {""1"": 1.0, ""59"": 1.0, ""54"": 1.0, ""27"": 1.0, ""16"": 1.0, ""68"": 1.0, ""42"": 1.0, ""48"": 1.0, ""73"": 1.0, ""52"": 1.0}}"
65,foolsgold,foolsgold,"[64, 16, 56, 97, 80, 33, 71, 91]","[3, 2]","{""layer_name"": ""linear"", ""weights_by_client"": {""3"": 0.0, ""2"": 0.0, ""64"": 1.0, ""16"": 1.0, ""56"": 1.0, ""97"": 1.0, ""80"": 1.0, ""33"": 1.0, ""71"": 1.0, ""91"": 1.0}}"
66,foolsgold,foolsgold,"[35, 96, 40, 8, 94, 5, 57, 48]","[0, 1]","{""layer_name"": ""linear"", ""weights_by_client"": {""0"": 0.0, ""35"": 1.0, ""96"": 1.0, ""40"": 1.0, ""1"": 0.0, ""8"": 1.0, ""94"": 1.0, ""5"": 1.0, ""57"": 1.0, ""48"": 1.0}}"
67,foolsgold,foolsgold,"[3, 6, 20, 31, 16, 7, 94, 55, 40, 57]",[],"{""layer_name"": ""linear"", ""weights_by_client"": {""3"": 1.0, ""6"": 1.0, ""20"": 0.358322403954637, ""31"": 1.0, ""16"": 1.0, ""7"": 0.358322403954637, ""94"": 1.0, ""55"": 1.0, ""40"": 1.0, ""57"": 1.0}}"
68,foolsgold,foolsgold,"[4, 63, 21, 75, 53, 68, 95, 23, 94, 72]",[],"{""layer_name"": ""linear"", ""weights_by_client"": {""4"": 1.0, ""63"": 1.0, ""21"": 1.0, ""75"": 1.0, ""53"": 1.0, ""68"": 1.0, ""95"": 1.0, ""23"": 1.0, ""94"": 1.0, ""72"": 1.0}}"
69,foolsgold,foolsgold,"[4, 85, 43, 96, 40, 20, 59, 27, 35, 34]",[],"{""layer_name"": ""linear"", ""weights_by_client"": {""4"": 1.0, ""85"": 1.0, ""43"": 1.0, ""96"": 1.0, ""40"": 1.0, ""20"": 1.0, ""59"": 1.0, ""27"": 1.0, ""35"": 1.0, ""34"": 1.0}}"
70,foolsgold,foolsgold,"[4, 92, 63, 74, 95, 77, 20, 48, 15, 83]",[],"{""layer_name"": ""linear"", ""weights_by_client"": {""4"": 1.0, ""92"": 1.0, ""63"": 1.0, ""74"": 1.0, ""95"": 1.0, ""77"": 1.0, ""20"": 1.0, ""48"": 1.0, ""15"": 1.0, ""83"": 1.0}}"
71,foolsgold,foolsgold,"[4, 62, 89, 25, 53, 81, 42, 36, 58, 94]",[],"{""layer_name"": ""linear"", ""weights_by_client"": {""4"": 1.0, ""62"": 1.0, ""89"": 1.0, ""25"": 1.0, ""53"": 1.0, ""81"": 1.0, ""42"": 1.0, ""36"": 1.0, ""58"": 1.0, ""94"": 1.0}}"
72,foolsgold,foolsgold,"[2, 66, 60, 72, 90, 86, 94, 32, 62, 9]",[],"{""layer_name"": ""linear"", ""weights_by_client"": {""2"": 1.0, ""66"": 1.0, ""60"": 1.0, ""72"": 1.0, ""90"": 1.0, ""86"": 1.0, ""94"": 1.0, ""32"": 1.0, ""62"": 1.0, ""9"": 1.0}}"
73,foolsgold,foolsgold,"[0, 90, 42, 25, 76, 96, 19, 46, 83, 92]",[],"{""layer_name"": ""linear"", ""weights_by_client"": {""0"": 1.0, ""90"": 1.0, ""42"": 1.0, ""25"": 1.0, ""76"": 1.0, ""96"": 1.0, ""19"": 1.0, ""46"": 1.0, ""83"": 1.0, ""92"": 1.0}}"
74,foolsgold,foolsgold,"[4, 8, 56, 89, 64, 59, 16, 72, 42, 25]",[],"{""layer_name"": ""linear"", ""weights_by_client"": {""4"": 1.0, ""8"": 1.0, ""56"": 1.0, ""89"": 1.0, ""64"": 1.0, ""59"": 1.0, ""16"": 1.0, ""72"": 1.0, ""42"": 1.0, ""25"": 1.0}}"
75,foolsgold,foolsgold,"[99, 82, 14, 61, 38, 29, 90]","[3, 0, 2]","{""layer_name"": ""linear"", ""weights_by_client"": {""3"": 0.0, ""0"": 0.0, ""99"": 1.0, ""82"": 1.0, ""14"": 1.0, ""61"": 1.0, ""38"": 1.0, ""29"": 1.0, ""90"": 1.0, ""2"": 0.0}}"
76,foolsgold,foolsgold,"[2, 8, 21, 45, 49, 6, 38, 16, 26, 13]",[],"{""layer_name"": ""linear"", ""weights_by_client"": {""2"": 1.0, ""8"": 1.0, ""21"": 1.0, ""45"": 1.0, ""49"": 1.0, ""6"": 1.0, ""38"": 1.0, ""16"": 1.0, ""26"": 1.0, ""13"": 1.0}}"
77,foolsgold,foolsgold,"[88, 51, 64, 60, 46, 19, 62, 57]","[3, 0]","{""layer_name"": ""linear"", ""weights_by_client"": {""3"": 0.0, ""88"": 1.0, ""51"": 1.0, ""64"": 1.0, ""60"": 1.0, ""46"": 1.0, ""19"": 1.0, ""62"": 1.0, ""0"": 0.0, ""57"": 1.0}}"
78,foolsgold,foolsgold,"[0, 20, 58, 74, 91, 95, 89, 60, 14, 57]",[],"{""layer_name"": ""linear"", ""weights_by_client"": {""0"": 1.0, ""20"": 1.0, ""58"": 1.0, ""74"": 1.0, ""91"": 1.0, ""95"": 1.0, ""89"": 1.0, ""60"": 1.0, ""14"": 1.0, ""57"": 1.0}}"
79,foolsgold,foolsgold,"[28, 95, 42, 53, 98, 38, 23, 90]","[3, 1]","{""layer_name"": ""linear"", ""weights_by_client"": {""3"": 0.0, ""28"": 1.0, ""95"": 1.0, ""42"": 1.0, ""1"": 0.0, ""53"": 1.0, ""98"": 1.0, ""38"": 1.0, ""23"": 1.0, ""90"": 1.0}}"
