epoch,method,stage,selected,rejected,human
99,avg,avg,"[0, 94, 51, 83, 64, 41, 77, 95, 87, 32]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
100,avg,avg,"[2, 5, 3, 38, 92, 53, 33, 46, 80, 60]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
101,avg,avg,"[3, 68, 28, 38, 94, 69, 57, 45, 22, 47]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
102,avg,avg,"[3, 2, 37, 71, 75, 78, 19, 51, 55, 18]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
103,avg,avg,"[2, 57, 55, 8, 11, 25, 68, 6, 90, 61]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
104,avg,avg,"[4, 43, 95, 11, 12, 65, 15, 22, 86, 14]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
105,avg,avg,"[3, 46, 23, 88, 85, 48, 8, 72, 87, 16]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
106,avg,avg,"[2, 73, 43, 78, 3, 40, 31, 14, 44, 57]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
107,avg,avg,"[0, 64, 33, 10, 81, 56, 88, 36, 62, 99]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
108,avg,avg,"[3, 25, 99, 13, 81, 6, 89, 30, 21, 90]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
109,avg,avg,"[1, 16, 75, 59, 52, 61, 8, 21, 47, 40]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
110,avg,avg,"[3, 13, 53, 66, 33, 38, 36, 49, 76, 54]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
111,avg,avg,"[2, 47, 98, 83, 65, 78, 24, 33, 88, 40]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
112,avg,avg,"[0, 86, 70, 30, 24, 66, 99, 9, 12, 31]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
113,avg,avg,"[3, 81, 17, 35, 96, 88, 36, 99, 64, 92]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
114,avg,avg,"[4, 91, 21, 75, 59, 96, 92, 42, 74, 12]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
115,avg,avg,"[2, 39, 68, 74, 40, 3, 0, 85, 50, 44]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
116,avg,avg,"[4, 33, 52, 31, 75, 20, 83, 96, 38, 72]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
117,avg,avg,"[4, 64, 72, 2, 83, 62, 97, 32, 51, 86]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
118,avg,avg,"[3, 54, 33, 74, 61, 27, 58, 68, 6, 42]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
119,avg,avg,"[1, 36, 19, 45, 15, 73, 13, 69, 59, 16]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
120,avg,avg,"[3, 17, 69, 74, 58, 40, 57, 56, 59, 55]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
121,avg,avg,"[3, 97, 8, 89, 79, 11, 76, 16, 77, 25]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
122,avg,avg,"[2, 21, 49, 33, 17, 44, 74, 85, 84, 79]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
123,avg,avg,"[1, 15, 58, 56, 75, 64, 2, 68, 46, 54]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
124,avg,avg,"[3, 41, 74, 15, 4, 81, 48, 84, 56, 94]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
125,avg,avg,"[1, 94, 76, 84, 86, 54, 63, 6, 85, 39]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
126,avg,avg,"[2, 58, 62, 15, 35, 5, 46, 60, 8, 18]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
127,avg,avg,"[2, 96, 3, 90, 11, 47, 48, 37, 33, 80]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
128,avg,avg,"[2, 5, 82, 80, 89, 69, 42, 59, 17, 48]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
129,avg,avg,"[3, 81, 28, 63, 34, 35, 96, 71, 46, 44]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
130,avg,avg,"[2, 91, 86, 84, 61, 50, 97, 87, 53, 27]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
131,avg,avg,"[1, 44, 89, 35, 24, 0, 91, 43, 4, 73]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
132,avg,avg,"[2, 28, 1, 88, 58, 21, 61, 94, 17, 68]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
133,avg,avg,"[1, 61, 50, 74, 42, 87, 65, 72, 64, 8]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
134,avg,avg,"[4, 75, 35, 21, 95, 83, 55, 52, 2, 31]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
135,avg,avg,"[3, 55, 79, 70, 4, 82, 24, 60, 56, 88]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
136,avg,avg,"[2, 34, 70, 23, 83, 99, 77, 37, 26, 89]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
137,avg,avg,"[2, 6, 8, 62, 78, 51, 14, 56, 46, 29]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
138,avg,avg,"[3, 64, 60, 88, 68, 33, 18, 36, 63, 14]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
139,avg,avg,"[3, 37, 73, 9, 76, 15, 50, 25, 88, 55]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
140,avg,avg,"[4, 43, 2, 88, 61, 23, 44, 78, 45, 5]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
141,avg,avg,"[0, 50, 78, 10, 45, 55, 79, 61, 68, 8]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
142,avg,avg,"[3, 80, 66, 19, 27, 7, 62, 86, 6, 2]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
143,avg,avg,"[4, 9, 26, 28, 97, 96, 40, 95, 75, 2]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
144,avg,avg,"[1, 27, 99, 62, 39, 30, 23, 56, 74, 92]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
145,avg,avg,"[1, 98, 36, 80, 37, 13, 71, 0, 12, 90]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
146,avg,avg,"[3, 87, 74, 82, 46, 79, 16, 83, 89, 23]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
147,avg,avg,"[4, 39, 54, 34, 6, 32, 9, 14, 70, 20]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
148,avg,avg,"[4, 60, 77, 13, 34, 56, 46, 76, 45, 11]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
149,avg,avg,"[1, 4, 25, 30, 73, 96, 8, 48, 78, 50]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
150,avg,avg,"[3, 88, 56, 83, 75, 33, 20, 28, 74, 38]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
151,avg,avg,"[1, 72, 87, 27, 93, 62, 46, 96, 37, 21]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
152,avg,avg,"[4, 65, 39, 50, 32, 61, 93, 62, 31, 40]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
153,avg,avg,"[4, 81, 42, 7, 95, 32, 1, 94, 23, 58]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
154,avg,avg,"[3, 18, 88, 11, 59, 74, 27, 10, 52, 21]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
155,avg,avg,"[2, 6, 43, 46, 26, 21, 55, 57, 80, 78]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
156,avg,avg,"[1, 36, 84, 82, 40, 87, 90, 66, 32, 89]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
157,avg,avg,"[3, 19, 51, 72, 92, 60, 98, 91, 63, 76]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
158,avg,avg,"[1, 94, 66, 86, 68, 73, 35, 77, 11, 22]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
159,avg,avg,"[4, 56, 57, 22, 65, 63, 62, 33, 64, 69]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
160,avg,avg,"[3, 79, 11, 7, 38, 2, 57, 49, 91, 22]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
161,avg,avg,"[4, 49, 80, 41, 24, 96, 37, 13, 63, 29]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
162,avg,avg,"[0, 86, 66, 7, 19, 3, 37, 34, 10, 91]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
163,avg,avg,"[0, 59, 14, 73, 9, 18, 77, 36, 32, 89]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
164,avg,avg,"[1, 59, 8, 24, 55, 47, 57, 68, 13, 38]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
165,avg,avg,"[4, 51, 29, 46, 41, 3, 11, 75, 27, 48]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
166,avg,avg,"[1, 9, 85, 11, 4, 15, 93, 42, 66, 39]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
167,avg,avg,"[2, 51, 57, 29, 12, 62, 8, 89, 6, 93]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
168,avg,avg,"[0, 86, 89, 60, 36, 73, 25, 12, 58, 47]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
169,avg,avg,"[3, 4, 64, 30, 0, 24, 14, 91, 90, 57]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
170,avg,avg,"[1, 59, 28, 31, 77, 62, 82, 85, 6, 11]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
171,avg,avg,"[0, 13, 85, 38, 73, 22, 53, 21, 10, 71]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
172,avg,avg,"[4, 21, 93, 87, 34, 1, 0, 54, 10, 27]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
173,avg,avg,"[4, 49, 43, 35, 89, 76, 55, 52, 7, 22]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
174,avg,avg,"[2, 11, 35, 32, 44, 70, 93, 6, 36, 61]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
175,avg,avg,"[0, 9, 72, 92, 4, 5, 39, 44, 7, 11]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
176,avg,avg,"[2, 96, 32, 9, 91, 15, 74, 42, 79, 81]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
177,avg,avg,"[3, 8, 20, 62, 52, 77, 25, 90, 36, 97]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
178,avg,avg,"[3, 63, 78, 56, 54, 7, 42, 33, 65, 43]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
179,avg,avg,"[3, 20, 41, 61, 45, 1, 35, 22, 23, 40]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
180,avg,avg,"[3, 34, 97, 8, 50, 76, 85, 96, 89, 65]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
181,avg,avg,"[3, 97, 15, 94, 98, 63, 44, 34, 14, 95]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
182,avg,avg,"[4, 21, 64, 14, 15, 39, 72, 13, 49, 8]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
183,avg,avg,"[2, 72, 3, 10, 73, 64, 86, 43, 46, 63]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
184,avg,avg,"[0, 72, 22, 52, 63, 95, 71, 49, 42, 6]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
185,avg,avg,"[2, 35, 94, 38, 12, 39, 36, 96, 18, 80]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
186,avg,avg,"[2, 99, 19, 96, 52, 64, 81, 3, 68, 69]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
187,avg,avg,"[0, 90, 45, 6, 9, 43, 16, 30, 57, 86]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
188,avg,avg,"[4, 85, 54, 99, 23, 53, 66, 33, 80, 57]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
189,avg,avg,"[0, 38, 19, 33, 9, 53, 93, 73, 86, 65]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
190,avg,avg,"[0, 38, 20, 1, 57, 49, 85, 69, 11, 84]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
191,avg,avg,"[0, 6, 55, 69, 10, 34, 29, 47, 74, 61]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
192,avg,avg,"[1, 86, 29, 77, 96, 84, 60, 51, 53, 95]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
193,avg,avg,"[0, 88, 7, 41, 33, 16, 59, 11, 42, 5]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
194,avg,avg,"[0, 64, 56, 2, 11, 89, 59, 45, 97, 15]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
195,avg,avg,"[4, 0, 58, 61, 71, 33, 23, 65, 37, 48]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
196,avg,avg,"[2, 59, 56, 14, 68, 81, 55, 62, 6, 63]",[],"{""strategy"": ""fedavg"", ""num_participants"": 10}"
