epoch,method,stage,selected,rejected,human
12,foolsgold,foolsgold,"[4, 14, 93, 49, 18, 40, 36, 10, 3, 54]",[],"{""layer_name"": ""linear"", ""weights_by_client"": {""4"": 0.6079350276474872, ""14"": 0.9096231602252169, ""93"": 0.2172743694290632, ""49"": 1.0, ""18"": 0.2172743694290632, ""40"": 1.0, ""36"": 1.0, ""10"": 1.0, ""3"": 0.6079350276474872, ""54"": 0.7693516558739169}}"
13,foolsgold,foolsgold,[3],"[81, 63, 70, 37, 41, 61, 29, 19, 10]","{""layer_name"": ""linear"", ""weights_by_client"": {""3"": 1.0, ""81"": 0.0, ""63"": 0.0, ""70"": 0.0, ""37"": 0.0, ""41"": 0.0, ""61"": 0.0, ""29"": 0.0, ""19"": 0.0, ""10"": 0.0}}"
14,foolsgold,foolsgold,"[3, 20]","[45, 8, 23, 88, 36, 28, 68, 74]","{""layer_name"": ""linear"", ""weights_by_client"": {""3"": 1.0, ""45"": 0.0, ""8"": 0.0, ""23"": 0.0, ""88"": 0.0, ""36"": 0.0, ""20"": 0.6725858122978865, ""28"": 0.0, ""68"": 0.0, ""74"": 0.0}}"
15,foolsgold,foolsgold,"[35, 96, 33, 59, 10]","[1, 45, 2, 9, 83]","{""layer_name"": ""linear"", ""weights_by_client"": {""1"": 0.0, ""45"": 0.0, ""35"": 0.637895315664607, ""96"": 0.8771152436473717, ""33"": 1.0, ""2"": 0.0, ""59"": 1.0, ""10"": 0.7323606936630161, ""9"": 0.0, ""83"": 0.0}}"
16,foolsgold,foolsgold,"[0, 88, 97, 48, 4, 32]","[60, 22, 79, 67]","{""layer_name"": ""linear"", ""weights_by_client"": {""0"": 0.3655180064356369, ""88"": 0.9532761579472957, ""60"": 0.0, ""97"": 0.693352359838264, ""22"": 0.0, ""79"": 0.0, ""67"": 0.0, ""48"": 0.2894939936498009, ""4"": 0.3655180064356369, ""32"": 1.0}}"
17,foolsgold,foolsgold,"[0, 82, 4, 55, 56, 13, 33]","[45, 96, 57]","{""layer_name"": ""linear"", ""weights_by_client"": {""0"": 0.8473586970814122, ""45"": 0.0, ""82"": 0.36851113014564935, ""96"": 0.0, ""4"": 0.8473586970814122, ""55"": 0.041854927853502866, ""56"": 1.0, ""57"": 0.0, ""13"": 1.0, ""33"": 1.0}}"
18,foolsgold,foolsgold,"[4, 30]","[44, 29, 85, 26, 16, 64, 98, 11]","{""layer_name"": ""linear"", ""weights_by_client"": {""4"": 1.0, ""44"": 0.0, ""30"": 0.38986890699770943, ""29"": 0.0, ""85"": 0.0, ""26"": 0.0, ""16"": 0.0, ""64"": 0.0, ""98"": 0.0, ""11"": 0.0}}"
19,foolsgold,foolsgold,"[2, 59]","[74, 98, 41, 46, 33, 95, 9, 22]","{""layer_name"": ""linear"", ""weights_by_client"": {""2"": 1.0, ""59"": 0.15363028987932215, ""74"": 0.0, ""98"": 0.0, ""41"": 0.0, ""46"": 0.0, ""33"": 0.0, ""95"": 0.0, ""9"": 0.0, ""22"": 0.0}}"
20,foolsgold,foolsgold,"[4, 71]","[89, 22, 38, 97, 98, 75, 23, 21]","{""layer_name"": ""linear"", ""weights_by_client"": {""4"": 1.0, ""71"": 0.19773635820408397, ""89"": 0.0, ""22"": 0.0, ""38"": 0.0, ""97"": 0.0, ""98"": 0.0, ""75"": 0.0, ""23"": 0.0, ""21"": 0.0}}"
21,foolsgold,foolsgold,[0],"[24, 65, 86, 71, 10, 46, 84, 7, 66]","{""layer_name"": ""linear"", ""weights_by_client"": {""0"": 1.0, ""24"": 0.0, ""65"": 0.0, ""86"": 0.0, ""71"": 0.0, ""10"": 0.0, ""46"": 0.0, ""84"": 0.0, ""7"": 0.0, ""66"": 0.0}}"
22,foolsgold,foolsgold,"[4, 88, 51, 0]","[46, 18, 15, 57, 71, 16]","{""layer_name"": ""linear"", ""weights_by_client"": {""4"": 0.5641218740709459, ""88"": 0.018413440956938698, ""46"": 0.0, ""18"": 0.0, ""15"": 0.0, ""57"": 0.0, ""51"": 1.0, ""71"": 0.0, ""0"": 0.5641218740709459, ""16"": 0.0}}"
23,foolsgold,foolsgold,[1],"[54, 78, 56, 22, 43, 6, 42, 98, 8]","{""layer_name"": ""linear"", ""weights_by_client"": {""1"": 1.0, ""54"": 0.0, ""78"": 0.0, ""56"": 0.0, ""22"": 0.0, ""43"": 0.0, ""6"": 0.0, ""42"": 0.0, ""98"": 0.0, ""8"": 0.0}}"
24,foolsgold,foolsgold,[3],"[95, 30, 92, 18, 36, 96, 77, 9, 38]","{""layer_name"": ""linear"", ""weights_by_client"": {""3"": 1.0, ""95"": 0.0, ""30"": 0.0, ""92"": 0.0, ""18"": 0.0, ""36"": 0.0, ""96"": 0.0, ""77"": 0.0, ""9"": 0.0, ""38"": 0.0}}"
25,foolsgold,foolsgold,[1],"[7, 32, 89, 97, 22, 47, 6, 95, 63]","{""layer_name"": ""linear"", ""weights_by_client"": {""1"": 1.0, ""7"": 0.0, ""32"": 0.0, ""89"": 0.0, ""97"": 0.0, ""22"": 0.0, ""47"": 0.0, ""6"": 0.0, ""95"": 0.0, ""63"": 0.0}}"
26,foolsgold,foolsgold,"[2, 51, 31]","[77, 20, 72, 30, 65, 37, 38]","{""layer_name"": ""linear"", ""weights_by_client"": {""2"": 1.0, ""77"": 0.0, ""51"": 0.3191733906921649, ""20"": 0.0, ""31"": 0.05478865726784454, ""72"": 0.0, ""30"": 0.0, ""65"": 0.0, ""37"": 0.0, ""38"": 0.0}}"
27,foolsgold,foolsgold,"[0, 51]","[98, 87, 30, 62, 83, 46, 33, 27]","{""layer_name"": ""linear"", ""weights_by_client"": {""0"": 1.0, ""98"": 0.0, ""87"": 0.0, ""30"": 0.0, ""62"": 0.0, ""83"": 0.0, ""51"": 0.0032937198803409395, ""46"": 0.0, ""33"": 0.0, ""27"": 0.0}}"
28,foolsgold,foolsgold,[4],"[75, 76, 35, 20, 94, 72, 97, 46, 95]","{""layer_name"": ""linear"", ""weights_by_client"": {""4"": 1.0, ""75"": 0.0, ""76"": 0.0, ""35"": 0.0, ""20"": 0.0, ""94"": 0.0, ""72"": 0.0, ""97"": 0.0, ""46"": 0.0, ""95"": 0.0}}"
29,foolsgold,foolsgold,"[4, 2, 3, 13]","[25, 29, 67, 53, 82, 33]","{""layer_name"": ""linear"", ""weights_by_client"": {""4"": 1.0, ""2"": 0.1624949334476259, ""25"": 0.0, ""29"": 0.0, ""3"": 0.1624949334476259, ""67"": 0.0, ""53"": 0.0, ""82"": 0.0, ""33"": 0.0, ""13"": 0.43661192422253986}}"
30,foolsgold,foolsgold,[2],"[72, 53, 84, 32, 17, 76, 6, 66, 41]","{""layer_name"": ""linear"", ""weights_by_client"": {""2"": 1.0, ""72"": 0.0, ""53"": 0.0, ""84"": 0.0, ""32"": 0.0, ""17"": 0.0, ""76"": 0.0, ""6"": 0.0, ""66"": 0.0, ""41"": 0.0}}"
31,foolsgold,foolsgold,[0],"[43, 8, 97, 35, 86, 66, 64, 85, 14]","{""layer_name"": ""linear"", ""weights_by_client"": {""0"": 1.0, ""43"": 0.0, ""8"": 0.0, ""97"": 0.0, ""35"": 0.0, ""86"": 0.0, ""66"": 0.0, ""64"": 0.0, ""85"": 0.0, ""14"": 0.0}}"
32,foolsgold,foolsgold,"[2, 4, 41, 16]","[75, 72, 17, 28, 60, 63]","{""layer_name"": ""linear"", ""weights_by_client"": {""2"": 1.0, ""75"": 0.0, ""4"": 1.0, ""41"": 0.019766232521225557, ""16"": 0.061008590104892624, ""72"": 0.0, ""17"": 0.0, ""28"": 0.0, ""60"": 0.0, ""63"": 0.0}}"
33,foolsgold,foolsgold,[1],"[14, 8, 79, 7, 62, 33, 37, 61, 74]","{""layer_name"": ""linear"", ""weights_by_client"": {""1"": 1.0, ""14"": 0.0, ""8"": 0.0, ""79"": 0.0, ""7"": 0.0, ""62"": 0.0, ""33"": 0.0, ""37"": 0.0, ""61"": 0.0, ""74"": 0.0}}"
34,foolsgold,foolsgold,[1],"[73, 14, 89, 10, 61, 16, 63, 33, 92]","{""layer_name"": ""linear"", ""weights_by_client"": {""1"": 1.0, ""73"": 0.0, ""14"": 0.0, ""89"": 0.0, ""10"": 0.0, ""61"": 0.0, ""16"": 0.0, ""63"": 0.0, ""33"": 0.0, ""92"": 0.0}}"
35,foolsgold,foolsgold,"[0, 4, 26, 91, 51, 68]","[33, 46, 87, 65]","{""layer_name"": ""linear"", ""weights_by_client"": {""0"": 1.0, ""4"": 1.0, ""26"": 0.06353920574657501, ""91"": 0.4790975213836848, ""33"": 0.0, ""46"": 0.0, ""51"": 1.0, ""68"": 0.1297406317864272, ""87"": 0.0, ""65"": 0.0}}"
36,foolsgold,foolsgold,[2],"[68, 51, 43, 87, 63, 97, 27, 62, 38]","{""layer_name"": ""linear"", ""weights_by_client"": {""2"": 1.0, ""68"": 0.0, ""51"": 0.0, ""43"": 0.0, ""87"": 0.0, ""63"": 0.0, ""97"": 0.0, ""27"": 0.0, ""62"": 0.0, ""38"": 0.0}}"
37,foolsgold,foolsgold,"[2, 77, 49, 52, 0, 57, 18, 29, 51, 94]",[],"{""layer_name"": ""linear"", ""weights_by_client"": {""2"": 1.0, ""77"": 0.20566526124700119, ""49"": 1.0, ""52"": 1.0, ""0"": 1.0, ""57"": 0.7161725472782503, ""18"": 0.20566526124700119, ""29"": 0.873668957996184, ""51"": 1.0, ""94"": 0.9336059619239522}}"
38,foolsgold,foolsgold,"[0, 99, 38, 61, 34, 14, 19, 1, 72, 70]",[],"{""layer_name"": ""linear"", ""weights_by_client"": {""0"": 1.0, ""99"": 1.0, ""38"": 0.9919471445570587, ""61"": 1.0, ""34"": 1.0, ""14"": 0.9919471445570587, ""19"": 1.0, ""1"": 1.0, ""72"": 1.0, ""70"": 1.0}}"
39,foolsgold,foolsgold,[0],"[25, 56, 67, 77, 27, 65, 82, 20, 46]","{""layer_name"": ""linear"", ""weights_by_client"": {""0"": 1.0, ""25"": 0.0, ""56"": 0.0, ""67"": 0.0, ""77"": 0.0, ""27"": 0.0, ""65"": 0.0, ""82"": 0.0, ""20"": 0.0, ""46"": 0.0}}"
40,foolsgold,foolsgold,"[1, 69, 87, 75, 81, 37, 0, 40, 28, 32]",[],"{""layer_name"": ""linear"", ""weights_by_client"": {""1"": 1.0, ""69"": 1.0, ""87"": 0.27799752006359557, ""75"": 1.0, ""81"": 1.0, ""37"": 1.0, ""0"": 1.0, ""40"": 1.0, ""28"": 0.27799752006359557, ""32"": 1.0}}"
41,foolsgold,foolsgold,"[2, 15, 52, 3, 18, 51, 78, 91, 43, 62]",[],"{""layer_name"": ""linear"", ""weights_by_client"": {""2"": 1.0, ""15"": 0.962273966337629, ""52"": 1.0, ""3"": 1.0, ""18"": 0.7425504569160805, ""51"": 1.0, ""78"": 1.0, ""91"": 1.0, ""43"": 0.5260045320756253, ""62"": 0.5260045320756253}}"
42,foolsgold,foolsgold,[3],"[48, 17, 89, 56, 54, 72, 38, 7, 28]","{""layer_name"": ""linear"", ""weights_by_client"": {""3"": 1.0, ""48"": 0.0, ""17"": 0.0, ""89"": 0.0, ""56"": 0.0, ""54"": 0.0, ""72"": 0.0, ""38"": 0.0, ""7"": 0.0, ""28"": 0.0}}"
43,foolsgold,foolsgold,"[0, 20]","[55, 26, 52, 61, 67, 9, 59, 41]","{""layer_name"": ""linear"", ""weights_by_client"": {""0"": 1.0, ""55"": 0.0, ""26"": 0.0, ""52"": 0.0, ""61"": 0.0, ""67"": 0.0, ""9"": 0.0, ""59"": 0.0, ""41"": 0.0, ""20"": 0.0118095071013537}}"
44,foolsgold,foolsgold,"[2, 50]","[83, 71, 9, 32, 44, 63, 35, 21]","{""layer_name"": ""linear"", ""weights_by_client"": {""2"": 1.0, ""83"": 0.0, ""71"": 0.0, ""9"": 0.0, ""32"": 0.0, ""44"": 0.0, ""63"": 0.0, ""50"": 0.31158296734504415, ""35"": 0.0, ""21"": 0.0}}"
45,foolsgold,foolsgold,"[4, 66, 30, 1]","[97, 79, 29, 27, 80, 98]","{""layer_name"": ""linear"", ""weights_by_client"": {""4"": 1.0, ""66"": 0.23101292674615875, ""30"": 0.3072080921754221, ""97"": 0.0, ""79"": 0.0, ""29"": 0.0, ""1"": 1.0, ""27"": 0.0, ""80"": 0.0, ""98"": 0.0}}"
46,foolsgold,foolsgold,[2],"[31, 77, 47, 18, 95, 90, 51, 6, 67]","{""layer_name"": ""linear"", ""weights_by_client"": {""2"": 1.0, ""31"": 0.0, ""77"": 0.0, ""47"": 0.0, ""18"": 0.0, ""95"": 0.0, ""90"": 0.0, ""51"": 0.0, ""6"": 0.0, ""67"": 0.0}}"
47,foolsgold,foolsgold,[4],"[45, 25, 24, 77, 72, 60, 31, 38, 91]","{""layer_name"": ""linear"", ""weights_by_client"": {""4"": 1.0, ""45"": 0.0, ""25"": 0.0, ""24"": 0.0, ""77"": 0.0, ""72"": 0.0, ""60"": 0.0, ""31"": 0.0, ""38"": 0.0, ""91"": 0.0}}"
48,foolsgold,foolsgold,[0],"[12, 11, 33, 80, 78, 63, 93, 39, 59]","{""layer_name"": ""linear"", ""weights_by_client"": {""0"": 1.0, ""12"": 0.0, ""11"": 0.0, ""33"": 0.0, ""80"": 0.0, ""78"": 0.0, ""63"": 0.0, ""93"": 0.0, ""39"": 0.0, ""59"": 0.0}}"
49,foolsgold,foolsgold,[2],"[35, 94, 63, 26, 87, 84, 58, 60, 5]","{""layer_name"": ""linear"", ""weights_by_client"": {""2"": 1.0, ""35"": 0.0, ""94"": 0.0, ""63"": 0.0, ""26"": 0.0, ""87"": 0.0, ""84"": 0.0, ""58"": 0.0, ""60"": 0.0, ""5"": 0.0}}"
50,foolsgold,foolsgold,[2],"[98, 76, 79, 6, 74, 54, 59, 69, 9]","{""layer_name"": ""linear"", ""weights_by_client"": {""2"": 1.0, ""98"": 0.0, ""76"": 0.0, ""79"": 0.0, ""6"": 0.0, ""74"": 0.0, ""54"": 0.0, ""59"": 0.0, ""69"": 0.0, ""9"": 0.0}}"
51,foolsgold,foolsgold,[4],"[40, 47, 50, 44, 74, 62, 58, 30, 79]","{""layer_name"": ""linear"", ""weights_by_client"": {""4"": 1.0, ""40"": 0.0, ""47"": 0.0, ""50"": 0.0, ""44"": 0.0, ""74"": 0.0, ""62"": 0.0, ""58"": 0.0, ""30"": 0.0, ""79"": 0.0}}"
52,foolsgold,foolsgold,"[3, 13, 5, 26, 99, 88, 2, 44]","[85, 33]","{""layer_name"": ""linear"", ""weights_by_client"": {""3"": 1.0, ""13"": 0.35322145581763853, ""5"": 0.19807179260135271, ""85"": 0.0, ""26"": 0.017644579691731888, ""99"": 1.0, ""88"": 0.5347275616747418, ""33"": 0.0, ""2"": 1.0, ""44"": 0.5113521858837301}}"
53,foolsgold,foolsgold,[3],"[27, 52, 70, 94, 75, 13, 7, 67, 96]","{""layer_name"": ""linear"", ""weights_by_client"": {""3"": 1.0, ""27"": 0.0, ""52"": 0.0, ""70"": 0.0, ""94"": 0.0, ""75"": 0.0, ""13"": 0.0, ""7"": 0.0, ""67"": 0.0, ""96"": 0.0}}"
54,foolsgold,foolsgold,[0],"[38, 15, 91, 87, 64, 41, 55, 80, 82]","{""layer_name"": ""linear"", ""weights_by_client"": {""0"": 1.0, ""38"": 0.0, ""15"": 0.0, ""91"": 0.0, ""87"": 0.0, ""64"": 0.0, ""41"": 0.0, ""55"": 0.0, ""80"": 0.0, ""82"": 0.0}}"
55,foolsgold,foolsgold,[2],"[28, 5, 61, 92, 21, 14, 88, 65, 85]","{""layer_name"": ""linear"", ""weights_by_client"": {""2"": 1.0, ""28"": 0.0, ""5"": 0.0, ""61"": 0.0, ""92"": 0.0, ""21"": 0.0, ""14"": 0.0, ""88"": 0.0, ""65"": 0.0, ""85"": 0.0}}"
56,foolsgold,foolsgold,[4],"[59, 85, 9, 87, 93, 55, 74, 76, 13]","{""layer_name"": ""linear"", ""weights_by_client"": {""4"": 1.0, ""59"": 0.0, ""85"": 0.0, ""9"": 0.0, ""87"": 0.0, ""93"": 0.0, ""55"": 0.0, ""74"": 0.0, ""76"": 0.0, ""13"": 0.0}}"
57,foolsgold,foolsgold,[3],"[41, 65, 60, 24, 30, 53, 32, 40, 98]","{""layer_name"": ""linear"", ""weights_by_client"": {""3"": 1.0, ""41"": 0.0, ""65"": 0.0, ""60"": 0.0, ""24"": 0.0, ""30"": 0.0, ""53"": 0.0, ""32"": 0.0, ""40"": 0.0, ""98"": 0.0}}"
58,foolsgold,foolsgold,[0],"[16, 5, 34, 69, 43, 57, 72, 92, 54]","{""layer_name"": ""linear"", ""weights_by_client"": {""0"": 1.0, ""16"": 0.0, ""5"": 0.0, ""34"": 0.0, ""69"": 0.0, ""43"": 0.0, ""57"": 0.0, ""72"": 0.0, ""92"": 0.0, ""54"": 0.0}}"
59,foolsgold,foolsgold,[3],"[15, 19, 50, 42, 62, 89, 21, 71, 9]","{""layer_name"": ""linear"", ""weights_by_client"": {""3"": 1.0, ""15"": 0.0, ""19"": 0.0, ""50"": 0.0, ""42"": 0.0, ""62"": 0.0, ""89"": 0.0, ""21"": 0.0, ""71"": 0.0, ""9"": 0.0}}"
60,foolsgold,foolsgold,[4],"[19, 99, 76, 16, 22, 63, 98, 72, 80]","{""layer_name"": ""linear"", ""weights_by_client"": {""4"": 1.0, ""19"": 0.0, ""99"": 0.0, ""76"": 0.0, ""16"": 0.0, ""22"": 0.0, ""63"": 0.0, ""98"": 0.0, ""72"": 0.0, ""80"": 0.0}}"
61,foolsgold,foolsgold,[4],"[66, 47, 84, 22, 34, 74, 87, 75, 9]","{""layer_name"": ""linear"", ""weights_by_client"": {""4"": 1.0, ""66"": 0.0, ""47"": 0.0, ""84"": 0.0, ""22"": 0.0, ""34"": 0.0, ""74"": 0.0, ""87"": 0.0, ""75"": 0.0, ""9"": 0.0}}"
62,foolsgold,foolsgold,"[4, 3]","[52, 82, 68, 38, 13, 93, 90, 45]","{""layer_name"": ""linear"", ""weights_by_client"": {""4"": 1.0, ""52"": 0.0, ""3"": 1.0, ""82"": 0.0, ""68"": 0.0, ""38"": 0.0, ""13"": 0.0, ""93"": 0.0, ""90"": 0.0, ""45"": 0.0}}"
63,foolsgold,foolsgold,[4],"[43, 48, 25, 60, 92, 30, 8, 91, 36]","{""layer_name"": ""linear"", ""weights_by_client"": {""4"": 1.0, ""43"": 0.0, ""48"": 0.0, ""25"": 0.0, ""60"": 0.0, ""92"": 0.0, ""30"": 0.0, ""8"": 0.0, ""91"": 0.0, ""36"": 0.0}}"
64,foolsgold,foolsgold,[1],"[59, 54, 27, 16, 68, 42, 48, 73, 52]","{""layer_name"": ""linear"", ""weights_by_client"": {""1"": 1.0, ""59"": 0.0, ""54"": 0.0, ""27"": 0.0, ""16"": 0.0, ""68"": 0.0, ""42"": 0.0, ""48"": 0.0, ""73"": 0.0, ""52"": 0.0}}"
65,foolsgold,foolsgold,"[3, 2]","[64, 16, 56, 97, 80, 33, 71, 91]","{""layer_name"": ""linear"", ""weights_by_client"": {""3"": 1.0, ""2"": 1.0, ""64"": 0.0, ""16"": 0.0, ""56"": 0.0, ""97"": 0.0, ""80"": 0.0, ""33"": 0.0, ""71"": 0.0, ""91"": 0.0}}"
66,foolsgold,foolsgold,"[0, 35, 96, 40, 1, 8, 94, 5, 57, 48]",[],"{""layer_name"": ""linear"", ""weights_by_client"": {""0"": 1.0, ""35"": 1.0, ""96"": 0.9607475092064985, ""40"": 1.0, ""1"": 1.0, ""8"": 0.813960426727701, ""94"": 1.0, ""5"": 1.0, ""57"": 0.9607475092064985, ""48"": 0.813960426727701}}"
67,foolsgold,foolsgold,[3],"[6, 20, 31, 16, 7, 94, 55, 40, 57]","{""layer_name"": ""linear"", ""weights_by_client"": {""3"": 1.0, ""6"": 0.0, ""20"": 0.0, ""31"": 0.0, ""16"": 0.0, ""7"": 0.0, ""94"": 0.0, ""55"": 0.0, ""40"": 0.0, ""57"": 0.0}}"
68,foolsgold,foolsgold,[4],"[63, 21, 75, 53, 68, 95, 23, 94, 72]","{""layer_name"": ""linear"", ""weights_by_client"": {""4"": 1.0, ""63"": 0.0, ""21"": 0.0, ""75"": 0.0, ""53"": 0.0, ""68"": 0.0, ""95"": 0.0, ""23"": 0.0, ""94"": 0.0, ""72"": 0.0}}"
69,foolsgold,foolsgold,"[4, 59]","[85, 43, 96, 40, 20, 27, 35, 34]","{""layer_name"": ""linear"", ""weights_by_client"": {""4"": 1.0, ""85"": 0.0, ""43"": 0.0, ""96"": 0.0, ""40"": 0.0, ""20"": 0.0, ""59"": 0.025679050447798668, ""27"": 0.0, ""35"": 0.0, ""34"": 0.0}}"
70,foolsgold,foolsgold,[4],"[92, 63, 74, 95, 77, 20, 48, 15, 83]","{""layer_name"": ""linear"", ""weights_by_client"": {""4"": 1.0, ""92"": 0.0, ""63"": 0.0, ""74"": 0.0, ""95"": 0.0, ""77"": 0.0, ""20"": 0.0, ""48"": 0.0, ""15"": 0.0, ""83"": 0.0}}"
71,foolsgold,foolsgold,[4],"[62, 89, 25, 53, 81, 42, 36, 58, 94]","{""layer_name"": ""linear"", ""weights_by_client"": {""4"": 1.0, ""62"": 0.0, ""89"": 0.0, ""25"": 0.0, ""53"": 0.0, ""81"": 0.0, ""42"": 0.0, ""36"": 0.0, ""58"": 0.0, ""94"": 0.0}}"
72,foolsgold,foolsgold,[2],"[66, 60, 72, 90, 86, 94, 32, 62, 9]","{""layer_name"": ""linear"", ""weights_by_client"": {""2"": 1.0, ""66"": 0.0, ""60"": 0.0, ""72"": 0.0, ""90"": 0.0, ""86"": 0.0, ""94"": 0.0, ""32"": 0.0, ""62"": 0.0, ""9"": 0.0}}"
73,foolsgold,foolsgold,[0],"[90, 42, 25, 76, 96, 19, 46, 83, 92]","{""layer_name"": ""linear"", ""weights_by_client"": {""0"": 1.0, ""90"": 0.0, ""42"": 0.0, ""25"": 0.0, ""76"": 0.0, ""96"": 0.0, ""19"": 0.0, ""46"": 0.0, ""83"": 0.0, ""92"": 0.0}}"
74,foolsgold,foolsgold,"[4, 59]","[8, 56, 89, 64, 16, 72, 42, 25]","{""layer_name"": ""linear"", ""weights_by_client"": {""4"": 1.0, ""8"": 0.0, ""56"": 0.0, ""89"": 0.0, ""64"": 0.0, ""59"": 0.12589683733033052, ""16"": 0.0, ""72"": 0.0, ""42"": 0.0, ""25"": 0.0}}"
75,foolsgold,foolsgold,"[3, 0, 99, 90, 2]","[82, 14, 61, 38, 29]","{""layer_name"": ""linear"", ""weights_by_client"": {""3"": 1.0, ""0"": 1.0, ""99"": 0.5596050530261851, ""82"": 0.0, ""14"": 0.0, ""61"": 0.0, ""38"": 0.0, ""29"": 0.0, ""90"": 0.005831049037590019, ""2"": 1.0}}"
76,foolsgold,foolsgold,[2],"[8, 21, 45, 49, 6, 38, 16, 26, 13]","{""layer_name"": ""linear"", ""weights_by_client"": {""2"": 1.0, ""8"": 0.0, ""21"": 0.0, ""45"": 0.0, ""49"": 0.0, ""6"": 0.0, ""38"": 0.0, ""16"": 0.0, ""26"": 0.0, ""13"": 0.0}}"
77,foolsgold,foolsgold,"[3, 88, 51, 0]","[64, 60, 46, 19, 62, 57]","{""layer_name"": ""linear"", ""weights_by_client"": {""3"": 1.0, ""88"": 0.02614673631806458, ""51"": 0.24775137567924488, ""64"": 0.0, ""60"": 0.0, ""46"": 0.0, ""19"": 0.0, ""62"": 0.0, ""0"": 1.0, ""57"": 0.0}}"
